"images","name","price","f_desc","m_desc"
"https://rus-buket.ru/files/icons/icon-387.png","Букет из  белых роз","14355.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 25, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1554.png","Букет ""Амур""","11385.0","Букет из классических красных роз с зеленью в современной крафтовой бумаге. Каждый бутон поражает своей красотой и свежестью. Такой букет может стать отличным признанием в любви или знаком глубокого уважения.","
			Роза красная 50см - 15, Рускус, Бумага крафт, Лента
		"
"https://rus-buket.ru/files/icons/icon-1440.png","Композиция ""Восторг""","21285.0","Нежнейшая шляпная коробка превосходных роз, с мягким светлым оттенком, вызовет настоящий восторг у любой девушки","
			Роза розовая 50см - 23, Лента, Шляпная коробка (25x22см), Оазис, Оазис
		"
"https://rus-buket.ru/files/icons/icon-401.png","Букет ""Прекрасное начало""","10945.0","Утонченная пластика лепестка, множество бутончиков, создает цветочную эйфорию. Букет настолько нежен, что передает весь трепет и восторг, который Вы желаете выразить.  ","
			Роза кустовая 50см - 11, Гипсофила, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1502.png","Букет из 101 красной розы","44660.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 101, Лента
		"
"https://rus-buket.ru/files/icons/icon-383.png","Букет ""Рубиновое сияние""","6985.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-381.png","Букет из 7 красных роз","6050.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-380.png","Букет из  красных роз","14355.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 25, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-400.png","Букет ""Прекрасное начало"" стандартный","8250.0","Описание будет позже","
			Роза кустовая 50см - 7, Гипсофила, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-382.png","Букет из 15 красных роз","9735.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-384.png","Букет из 11 красных роз","7865.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 11, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-383.png","Букет из 9 красных роз","6985.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-430.png","Букет из 9 красных и белых роз","6985.0","Описание будет позже","
			Роза красная и белая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-388.png","Букет из 7 белых роз","6050.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-386.png","Букет из 21 красной розы","12540.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 21, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-385.png","Букет из 51 красной розы","24035.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 51, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-406.png","Букет из 7 розовых роз","6325.0","Розовые розы - классика цветочных комплиментов! Преподнесите их в знак искренней признательности и самых теплых чувств.","
			Роза розовая 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-391.png","Букет из 15 белых роз","9735.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1438.png","Композиция ""Страсть""","19415.0","Экспрессивное сочетание красных эффектных роз и стильной черной коробки не оставит никого равнодушным","
			Роза красная 50см - 23, Лента, Шляпная коробка (25x22см), Оазис
		"
"https://rus-buket.ru/files/icons/icon-1156.png","Букет из  кустовых роз","8800.0","Букет из кустовых роз - замечательный романтический подарок. Чуткие и изысканные, они уместны для любого случая и станут чудесным дополнением к Вашим словам.","
			Роза кустовая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-868.png","Букет ""Лучший подарок""","24035.0","51 шикарный комплимент из красных роз одурманит голову своим благоуханием и красноречиво продемонстрирует, сколь глубоки ваши чувства. Подарок настоящего рыцаря королеве его сердца. И вы услышите заветное «Да».","
			Роза красная 50см - 51, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1707.png","Букет ""Алые розы""","11330.0","Букет из алых роз лучше всего поведает о чувствах уважения и восхищения человеком, которому предназначены эти цветы. Элегантная композиция из прекрасных роз предназначена для самой изысканной персоны. ","
			Роза красная 50см - 13, Гипсофила, Фисташка, Лента
		"
"https://rus-buket.ru/files/icons/icon-424.png","Букет из  красных и белых роз","14355.0","Букет из красных и белых роз без  слов расскажет о Ваших чувствах. Эти классические цвета сочетают элегантность и стиль. Можете быть уверены - получить такой роскошный подарок поистине приятно. А дарить, как известно, приятно вдвойне.","
			Роза красная и белая 50см - 25, Лента, Фетр
		"
"https://rus-buket.ru/files/icons/icon-389.png","Букет из 9 белых роз","6985.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-429.png","Букет из 15 красных и белых роз","9735.0","Описание будет позже","
			Роза красная и белая 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-842.png","Букет ""Любимой!""","14465.0","Незабываемый подарок для Любимой! Без слов расскажет о Ваших чувствах!","
			Роза красная 50см - 19, Берграсс, Лента, Каркас
		"
"https://rus-buket.ru/files/icons/icon-1750.png","Букет ""Амур"" +30% цветов","13200.0","Букет из классических красных роз с зеленью в современной крафтовой бумаге. Каждый бутон поражает своей красотой и свежестью. Такой букет может стать отличным признанием в любви или знаком глубокого уважения.","
			Роза красная 50см - 19, Рускус, Бумага крафт, Лента
		"
"https://rus-buket.ru/files/icons/icon-528.png","Букет из  белых роз - премиум","12650.0","Великолепные, стройные, гордые белые премиум розы - достойный букет для дорогих людей.","
			Роза белая 70см - 15, Лента
		"
"https://rus-buket.ru/files/icons/icon-390.png","Букет из 11 белых роз","7865.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 11, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-529.png","Букет из 7 белых роз - премиум","7810.0","Описание будет позже","
			Роза белая 70см - 7, Лента
		"
"https://rus-buket.ru/files/icons/icon-387.png","Букет из  белых роз","14355.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 25, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1554.png","Букет ""Амур""","11385.0","Букет из классических красных роз с зеленью в современной крафтовой бумаге. Каждый бутон поражает своей красотой и свежестью. Такой букет может стать отличным признанием в любви или знаком глубокого уважения.","
			Роза красная 50см - 15, Рускус, Бумага крафт, Лента
		"
"https://rus-buket.ru/files/icons/icon-1440.png","Композиция ""Восторг""","21285.0","Нежнейшая шляпная коробка превосходных роз, с мягким светлым оттенком, вызовет настоящий восторг у любой девушки","
			Роза розовая 50см - 23, Лента, Шляпная коробка (25x22см), Оазис, Оазис
		"
"https://rus-buket.ru/files/icons/icon-401.png","Букет ""Прекрасное начало""","10945.0","Утонченная пластика лепестка, множество бутончиков, создает цветочную эйфорию. Букет настолько нежен, что передает весь трепет и восторг, который Вы желаете выразить.  ","
			Роза кустовая 50см - 11, Гипсофила, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1502.png","Букет из 101 красной розы","44660.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 101, Лента
		"
"https://rus-buket.ru/files/icons/icon-383.png","Букет ""Рубиновое сияние""","6985.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-381.png","Букет из 7 красных роз","6050.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-380.png","Букет из  красных роз","14355.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 25, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-400.png","Букет ""Прекрасное начало"" стандартный","8250.0","Описание будет позже","
			Роза кустовая 50см - 7, Гипсофила, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-382.png","Букет из 15 красных роз","9735.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-384.png","Букет из 11 красных роз","7865.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 11, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-383.png","Букет из 9 красных роз","6985.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-430.png","Букет из 9 красных и белых роз","6985.0","Описание будет позже","
			Роза красная и белая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-388.png","Букет из 7 белых роз","6050.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-386.png","Букет из 21 красной розы","12540.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 21, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-385.png","Букет из 51 красной розы","24035.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 51, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-406.png","Букет из 7 розовых роз","6325.0","Розовые розы - классика цветочных комплиментов! Преподнесите их в знак искренней признательности и самых теплых чувств.","
			Роза розовая 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-391.png","Букет из 15 белых роз","9735.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1438.png","Композиция ""Страсть""","19415.0","Экспрессивное сочетание красных эффектных роз и стильной черной коробки не оставит никого равнодушным","
			Роза красная 50см - 23, Лента, Шляпная коробка (25x22см), Оазис
		"
"https://rus-buket.ru/files/icons/icon-1156.png","Букет из  кустовых роз","8800.0","Букет из кустовых роз - замечательный романтический подарок. Чуткие и изысканные, они уместны для любого случая и станут чудесным дополнением к Вашим словам.","
			Роза кустовая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-868.png","Букет ""Лучший подарок""","24035.0","51 шикарный комплимент из красных роз одурманит голову своим благоуханием и красноречиво продемонстрирует, сколь глубоки ваши чувства. Подарок настоящего рыцаря королеве его сердца. И вы услышите заветное «Да».","
			Роза красная 50см - 51, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1707.png","Букет ""Алые розы""","11330.0","Букет из алых роз лучше всего поведает о чувствах уважения и восхищения человеком, которому предназначены эти цветы. Элегантная композиция из прекрасных роз предназначена для самой изысканной персоны. ","
			Роза красная 50см - 13, Гипсофила, Фисташка, Лента
		"
"https://rus-buket.ru/files/icons/icon-424.png","Букет из  красных и белых роз","14355.0","Букет из красных и белых роз без  слов расскажет о Ваших чувствах. Эти классические цвета сочетают элегантность и стиль. Можете быть уверены - получить такой роскошный подарок поистине приятно. А дарить, как известно, приятно вдвойне.","
			Роза красная и белая 50см - 25, Лента, Фетр
		"
"https://rus-buket.ru/files/icons/icon-389.png","Букет из 9 белых роз","6985.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-429.png","Букет из 15 красных и белых роз","9735.0","Описание будет позже","
			Роза красная и белая 50см - 15, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-842.png","Букет ""Любимой!""","14465.0","Незабываемый подарок для Любимой! Без слов расскажет о Ваших чувствах!","
			Роза красная 50см - 19, Берграсс, Лента, Каркас
		"
"https://rus-buket.ru/files/icons/icon-1750.png","Букет ""Амур"" +30% цветов","13200.0","Букет из классических красных роз с зеленью в современной крафтовой бумаге. Каждый бутон поражает своей красотой и свежестью. Такой букет может стать отличным признанием в любви или знаком глубокого уважения.","
			Роза красная 50см - 19, Рускус, Бумага крафт, Лента
		"
"https://rus-buket.ru/files/icons/icon-528.png","Букет из  белых роз - премиум","12650.0","Великолепные, стройные, гордые белые премиум розы - достойный букет для дорогих людей.","
			Роза белая 70см - 15, Лента
		"
"https://rus-buket.ru/files/icons/icon-390.png","Букет из 11 белых роз","7865.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 11, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-529.png","Букет из 7 белых роз - премиум","7810.0","Описание будет позже","
			Роза белая 70см - 7, Лента
		"
"https://rus-buket.ru/files/icons/icon-387.png","Букет из  белых роз","14355.0","Белые розы — символ чистоты, нежности, они дарят нам радость и пленяют своей удивительной красотой. Они дарят ощущение чистого, искреннего счастья. Благородный и нежный подарок.","
			Роза белая 50см - 25, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1554.png","Букет ""Амур""","11385.0","Букет из классических красных роз с зеленью в современной крафтовой бумаге. Каждый бутон поражает своей красотой и свежестью. Такой букет может стать отличным признанием в любви или знаком глубокого уважения.","
			Роза красная 50см - 15, Рускус, Бумага крафт, Лента
		"
"https://rus-buket.ru/files/icons/icon-1440.png","Композиция ""Восторг""","21285.0","Нежнейшая шляпная коробка превосходных роз, с мягким светлым оттенком, вызовет настоящий восторг у любой девушки","
			Роза розовая 50см - 23, Лента, Шляпная коробка (25x22см), Оазис, Оазис
		"
"https://rus-buket.ru/files/icons/icon-401.png","Букет ""Прекрасное начало""","10945.0","Утонченная пластика лепестка, множество бутончиков, создает цветочную эйфорию. Букет настолько нежен, что передает весь трепет и восторг, который Вы желаете выразить.  ","
			Роза кустовая 50см - 11, Гипсофила, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-1502.png","Букет из 101 красной розы","44660.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 101, Лента
		"
"https://rus-buket.ru/files/icons/icon-383.png","Букет ""Рубиновое сияние""","6985.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 9, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-381.png","Букет из 7 красных роз","6050.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 7, Фетр, Лента
		"
"https://rus-buket.ru/files/icons/icon-380.png","Букет из  красных роз","14355.0","Красная роза всегда была и будет королевой среди цветов, а букет из красных роз самым дорогим и желанным подарком. Подарите его своему дорогому человеку – это и будет Ваше самое главное признание.","
			Роза красная 50см - 25, Фетр, Лента
		"
