100 великих улиц и площадей,Аннина С.А.,"Книга приглашает читателя посетить самые прекрасные и неповторимые площади и улицы мира. Вы узнаете о том, какая улица самая длинная в мире, или самая зеленая, узкая или самая широкая. Вы познакомитесь с историческими событиями и архитектурными достопримечательностями, сформировавшими нынешний облик величайших площадей России, стран Европы, Азии. Ближнего Востока, Африки, Америки.",2 000 тг,0,Вече,2015 г.,9785444419731,416,Твердый,215 мм x 145 мм,33 мм,385 г.,http://www.bookcity.kz/content/images/thumbs/5068282_1407985.jpeg
Дизайн уютного дома,Гантлоу П.Б.,"Теперь легко создать среду, которая по-настоящему отражает ваш индивидуальный стиль, независимо от вашего дизайнерского опыта или бюджета. Эта книга доказывает, что украсить окно модными бесшовными занавесками или придать старым кухонным шкафам свежий и стильный вид, сделав из двух старых шкафов один новый, совсем не трудно и не накладно для вашего бюджета.",750 тг,0,Феникс,2006 г.,9785222080115,288,Твердый,200 мм x 130 мм,17 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030407_1352065.jpeg
Дизайн. Книга для недизайнеров. Принципы оформления и типографики для начинающих,Уильямс Робин,"""Большинство, глядя на плохо оформленную страницу, скажут, что она им не нравится, однако они не знают, как ее исправить. Эта книга не заменит учебу в школе дизайна. Я не утверждаю, что после ее прочтения вы станете дизайнером. Но я ручаюсь, что вы больше никогда не будете смотреть на страницы, как раньше. Я гарантирую, что, если вы станете следовать этим базовым принципам, ваша работа будет выглядеть более профессиональной, цельной и интересной. И вы почувствуете, что ваши возможности стали шире"". Робин Уильямс Дизайнеры и недизайнеры всего мира уже два десятилетия используют в своих работах фундаментальные принципы, изложенные Робин Уильямс. Познакомьтесь с полностью обновленным полноцветным четвертым изданием ""Дизайн. Книга для недизайнеров"". Четыре секрета, которые пригодятся в любом дизайнерском проекте Принципы работы с цветом Стили дизайна Оттачивание дизайна с помощью шрифтов Варианты дизайна...",8 900 тг,4,Питер,2018 г.,9785496018043,240,Мягкий,240 мм x 170 мм,17 мм,200 г.,http://www.bookcity.kz/content/images/thumbs/5109991_1424260.jpeg
"Дизайн-проект прихожей, гостиной, спальни",Соколов И.И.,"Если вы решили самостоятельно заняться дизайном помещения, вам предстоит не только изучить вопрос перепланировки комнат и принять решение о выборе отделочных материалов, но и, в первую очередь, определиться со стилем будущего интерьера. Наша книга поможет вам разобраться с многообразием дизайнерских стилей, даст советы по выбору строительных материалов, освещения и мебели, а также вдохновит вас на новые идеи и творческие решения, благодаря которым вам удастся создать комфортное, гармоничное и уникальное пространство для жизни. Почувствуйте себя настоящим мастером!",2 900 тг,4,Т8 RUGRAM,2017 г.,9785386113124,320,Твердый,215 мм x 145 мм,25 мм,525 г.,http://www.bookcity.kz/content/images/thumbs/5129364_1461821.jpeg
Дом в георгианском стиле / The Georgian Group Book of The Georgian House,Parissien,Неизвестно,12 500 тг,0,Aurum Press,9781854104663,11 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5042000_1364623.jpeg
Дом и интерьер. Мягкая мебель. CD,Неизвестно,"Новый сборник ""Дом и интерьер. Мягкая мебель"" поможет вам принять правильное решение при выборе мягкой мебели, определиться с концепцией интерьера в соответствии с индивидуальными особенностями планировки вашего дома или офиса. Лучшие дизайнеры предложат вам как классические варианты, так и оригинальные, сверхсовременные модели, подходящие для салонов, отелей и домашних гостиных. Изысканный дизайн и большой выбор материалов удовлетворят любой вкус.",1 450 тг,0,Новый Диск,4607108478517,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5037838_1359903.jpeg
"Дом, который построил Я. Внутренняя отделка. Лучшие дизайнерские решения",Неизвестно,"Основа любого ремонта - стены и потолки, поэтому их отделке мы уделяем наибольшее внимание. С помощью стеновых покрытий можно создать базу любого стиля интерьера. Как сделать ремонт с наименьшими финансовыми затратами? Какой материал выбрать? Что подойдет именно для вашей квартиры? Лучшие дизайнерские решения всех проблем, связанных с внутренней отделкой помещений, с ремонтом пола и стен, вы найдете в этой книге.",1 100 тг,0,Мир книги,2010 г.,9785486037238,256,Твердый,200 мм x 130 мм,16 мм,243 г.,http://www.bookcity.kz/content/images/thumbs/5021742_1344341.jpeg
Дома Лос-Анжелеса / Los Angeles Houses,Неизвестно,"More than 40 houses and apartments designed by well-known architects and designers such as Austin Ayers, Richard Neutra, J.Frank Fitzgibbons and Frank O.Gehry. 400 pages with more than 450 images display the fascinating architecture of the Californian metropolis, which represents the ""American way of life"". Informative texts provide a glimpse into the varied cultural lifestyle of the second largest city of the USA.",12 800 тг,0,Не указано,2002 г.,9783823855941,400,Мягкий,35 мм,721 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5007423_1328687.jpeg
Дома Токио / Tokyo Houses,Неизвестно,Неизвестно,12 800 тг,0,Не указано,2002 г.,9783823855736,Мягкий,35 мм,723 г.,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5008907_1329042.jpeg
Домашний мастер,Онищенко В.,"Хотите, чтобы ваш дом всегда был в порядке? Чтобы паркет не вздыбливался, обои не отклеивались, а двери и оконные рамы не перекашивались? В общем-то для этого нужно не так уж много - просто следить за состоянием своего жилища, а при необходимости его ремонтировать. В этом вам поможет наша книга ""Домашний мастер"". Никто не утверждает, что с ее помощью вы сможете стать высококлассным специалистом, однако правильно ухаживать за своим домом вы научитесь точно.",1 800 тг,0,Фолио,2011 г.,9789660338678,352,Твердый,200 мм x 130 мм,15 мм,275 г.,http://www.bookcity.kz/content/images/thumbs/5042399_1364835.jpeg
Домашний мастер 2.  Бриколаж: Ремонт в доме. Книга 1,Неизвестно,"Le bricoleur - по-французски значит ""домашний умелец"", рачительный и мастеровитый хозяин, способный с помощью подручных средств устранить в доме любую неполадку, отремонтировать мебель, сделать ремонт и не как-нибудь, а на европейском уровне. В этой книге вы найдете профессиональные советы по ремонту кровли и уходу за ней, по установке и замене окон и дверей, по возведению и ремонту каменных и бетонных стен и гипсокартонных перегородок, а также предложения по выбору типа покрытия стен и полов.",2 950 тг,0,Ниола-пресс,2008 г.,9785366002875,192,Твердый,290 мм x 205 мм,16 мм,667 г.,http://www.bookcity.kz/content/images/thumbs/5039136_1361914.jpeg
Домашний мастер 2. Бриколаж: Ремонт в доме. Книга 2,Неизвестно,"Le bricoleur - по-французски значит ""домашний умелец"", рачительный и мастеровитый хозяин, способный с помощью подручных средств устранить в доме любую неполадку, отремонтировать мебель, сделать ремонт и не как-нибудь, а на европейском уровне. В этой книге вы найдете профессиональные советы, дополненные пошаговыми иллюстрациями, по отделке и ремонту потолков, стен и полов, а также по установке вентиляции, отопления и сантехники.",2 950 тг,0,Ниола-пресс,2008 г.,9785366002882,192,Твердый,290 мм x 205 мм,17 мм,673 г.,http://www.bookcity.kz/content/images/thumbs/5039902_1362792.jpeg
Домашний слесарь,Звонарев Н.М.,"Мастер на все руки, Николай Михалыч даст вам массу полезных советов, которые помогут за короткое время справиться с маленькими техническими неполадками в вашем доме. Вы узнаете, как плавить металл с помощью пылесоса, как сверлить жесть и как извлечь мелкие детали из щели. Вы сможете правильно выбрать необходимые инструменты, сделать уютным свое рабочее место, а также намотаете на ус правила техники безопасности. Необходимо починить унитаз, ванну, водопроводный кран? С Михалычем это проще простого!",350 тг,0,Центрполиграф,2009 г.,9785952442658,128,165 мм x 120 мм,6 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5022234_1344139.jpeg
Домашний столяр,Звонарев Н.М.,"Хотите преобразить дом или дачу, сэкономив значительную сумму денег, и овладеть при этом основами столярного мастерства? Тогда эта книга - для вас! Следуя приведенным в ней простым рекомендациям, вы сможете изготовить любые столярные изделия и произвести отделку их поверхности сделать ремонт или устранить дефекты, портящие внешний вид двери или любимого шкафа, и выполнить множество других столярных работ.",350 тг,0,Центрполиграф,2009 г.,9785952443099,128,Мягкий,165 мм x 120 мм,6 мм,62 г.,http://www.bookcity.kz/content/images/thumbs/5022191_1343220.jpeg
Дэвид Аджайе: Дома  / David Adjaye Houses,"Аллэр Н., ле Солльек Э.","One of the most exciting and accomplished young architects to emerge on the international scene in many years, David Adjaye uses an artist's clarity of concept to create an engaging architecture that concentrates on materials and issues of place and identity. A combination of sheer inventiveness, creative clients and modest budgets has produced a refined and comprehensive body of design work unusual in such a young practitioner. Born in Tanzania into a diplomatic family, David Adjaye enjoyed a wide-ranging formal and cultural education, which has allowed him to respond deftly and instinctively' to wildly differing projects, avoiding conventional solutions and seeking to open up new possibilities for contemporary culture, both local and global. The.innovation in Adjaye's career is exemplified in his residential works, constructed in a range of settings, which show careful experimentation and exquisite nuances. Perhaps his best-known houses are those for people such as artist...",8 600 тг,0,Thames & Hudson,2006 г.,9780500286319,256,24 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5009287_1329570.jpeg
Дэнни Венлет: архитектор интерьеров и дизайнер /Danny Venlet: Interior Architect and Designer,Неизвестно,"Despite his reputation as being one of the world's best and most promising designers, the work of Danny Venlet is one of the best kept secrets in the world of design. While this may be partly due to the fact that Danny lives and works in opposing parts of the world - Australia and Belgium - it may also be due to what defines the essence of his personality and work - modest, thriving on understatement, laid back and relaxed.",22 800 тг,0,Stichting Kunstboek BVBA,2009 г.,9789058563026,160,19 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5041313_1363844.jpeg
Евроремонт и дизайн двухкомнатной квартиры,Кремер А.                                    ,"Данная книга – бесценное руководство для тех, кто хочет создать в своей двухкомнатной квартире современный, уютный и стильный интерьер. Здесь вы найдете простые практические советы и четкие инструкции относительно выбора и сочетания цвета, освещения, текстуры и декоративной отделки. Информативная и практичная книга подскажет, как с минимальными затратами выполнить евроремонт, и откроет новый подход к отделке вашего жилища.",750 тг,0,Феникс,2007 г.,9785222112069,12 мм,256 г.,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030185_1352019.jpeg
Евроремонт кухни и ванной своими руками,Руденко В.И.,"Для многих ремонт квартиры ассоциируется со стихийным бедствием. И самые большие проблемы, как правило, возникают при ремонте кухни и санузла типовых квартир. Ведь здесь требуется не просто заменить устаревшую отделку новой, но и придать этой части жилища современный и изящный вид. Можно ли это сделать своими силами, или же придется приглашать специалистов? Если вы считаете, что настоящий мужчина способен справиться с ремонтом самостоятельно, то эта книга для вас. Здесь имеется вся необходимая информация о том, как правильно переоборудовать и качественно отремонтировать бытовые помещения стандартных ""типовушек"" и ""хрущоб"", а также индивидуальных домов, построенных в прошлые десятилетия. Пользуясь советами, вы можете сделать настоящий евроремонт, не имея никакой специальной подготовки. Достаточно, если у вас есть желание заняться ремонтом. Справочный материал сопровождает большое количество иллюстраций. Для широкого круга читателей.",1 350 тг,0,Феникс,2009 г.,9785222151051,304,200 мм x 130 мм,17 мм,268 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5047455_1369801.jpeg
Евроремонт своими руками + DVD c видеокурсом,Клоков И.В.,"Вы задумали сделать ремонт в собственной квартире? При этом не хотите тратить лишние деньги и нанимать строителей, однако и для самостоятельной работы не обладаете необходимыми знаниями и навыками? В таком случае эта книга сможет вам помочь! В ней вы прочитаете о том, как следует выбирать материалы для ремонта и отделки, делать перепланировку помещения, правильно выполнять все виды работ. Но самое главное - вы увидите все своими глазами, ведь к книге прилагается DVD с видеокурсом, в котором подробно рассмотрены очень многие виды отделочных работ.",2 050 тг,2,Питер,2009 г.,9785911805562,272,Твердый,240 мм x 170 мм,17 мм,566 г.,http://www.bookcity.kz/content/images/thumbs/5015783_1336149.jpeg
Евроремонт своими руками. Гипсокартон. Сайдинг. Стекломагниевый лист. Облицовочные работы,Назаров В.И.,"Вы стоите перед необходимостью ремонта своей квартиры. Конечно, можно пригласить через фирму, оказывающую такие услуги, бригаду рабочих. Но есть и другой вариант решения данной проблемы - в своей квартире Вы все делаете сами. Тогда лучшим советчиком станет эта книга. Вы узнаете, как правильно оштукатурить поверхности, провести малярные и обойные работы. Кроме того, вы познакомитесь со сведениями о самых современных отделочных материалах, таких, как гипсокартон, сайдинг, стекломагниевый лист, и технологией работ с ними, что позволит вам решить поставленную задачу.",850 тг,4,Оникс,2009 г.,9785488022546,320,Твердый,200 мм x 130 мм,15 мм,278 г.,http://www.bookcity.kz/content/images/thumbs/5009992_1330341.jpeg
Живи красиво. Интерьер мечты от идеи до воплощения,Кутковска Я.,"Все мы хотим жить в красивом доме, где мы будем ощущать себя счастливыми. Просыпаться в уютной спальне, пить утренний кофе в светлой и просторной кухне, а вечером возвращаться в квартиру, полную красивых вещей и позитивных эмоций. В этой книге вы найдете проверенные лайфхаки и простые правила, которые помогут вам изменить любой интерьер. Убедитесь сами: чтобы жить красиво, не нужен большой бюджет.",7 600 тг,0,Эксмо,2019 г.,9785040999224,Твердый,10 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5132406_1464755.jpeg
Законы простоты: Дизайн. Технологии. Бизнес. Жизнь,Маэда Д.,"В век сложных технологий голова идет кругом и хочется ясности и простоты. А простота - это по сути просто здравый смысл. Многие предрекали провал плееру iPod, функциональный аскетизм которого, казалось, плохо сочетался с его стоимостью. Однако скептики просчитались. Простота управления вкупе со стильностью дизайна сделали iPod лидером среди цифровых плееров. Гуру дизайна, профессор Массачусетского технологического института Джон Маэда сформулировал десять законов, которые помогают сбалансировать простоту и сложность в бизнесе, технологиях и дизайне. Эти законы - прекрасное пособие по достижению максимальных результатов с наименьшими усилиями. 
Книга адресована всем, кто хочет научиться упрощать свою жизнь, не жертвуя удобством и здравым смыслом.",4 500 тг,5,Альпина Паблишер,2019 г.,9785961469202,Твердый,14 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5117761_1450679.jpeg
Зеленая природа города. Том 5. Сады и парки. Учебное пособие,Горохов В.,"V том учебного пособия ""Зеленая природа города"" посвящен садам и паркам Азии - самой большой части света как по территории, так и по численности - здесь проживает 4,5 млрд. человек (2017 г.), что составляет 60,5% населения Земли. 
В этом томе представлены созданные до начала новой эры сады древнейших мировых цивилизаций - Двуречья, Шумера, Вавилонии, Персии, Ассирии, рассматриваются достижения садоводов, вошедшие в мировую историю паркостроения, - висячие сады Семирамиды, признанные седьмым чудом света. разработанная в Персии регулярная планировка сада типа чар-бахг (чор-бак), применяемая во многих странах мира. жемчужина Индии -ансамбль Тадж-Махал. китайские сады, из которых в Европу пришел пейзажный стиль. японский бонсай, приобретший огромную популярность на Западе. Прослеживается история создания садов и парков во всех современных странах азиатского региона.",6 600 тг,0,Архитектура-С,2018 г.,9785964703198,Твердый,45 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5130616_1462996.jpeg
"Идеи, которые изменили архитектуру",Вестон Р.,"С идеи начинается все, что делают люди. Идеей может быть некий подход или замысел. Например, кто-то однажды придумал, как придавать камням форму и класть их друг на друга, чтобы создать арку, которая, бросая вызов гравитации, дает возможность сделать проем в стене. В хронологической последовательности мы проследим за развитием архитектурной мысли от самого начала до наших дней. Узнаем самое важное об идеях и методах классической греческой и римской архитектуры, которым суждено было доминировать в западном мире вплоть до середины XIX века. А также об эпохе Промышленной революции с ее последствиями, изменившими сам способ строительства. В книгу, особенно в ее последние главы, включены и совсем недавние инновации, в подготовке русскоязычного издания принимал участие проект ""Петербург глазами инженера"". Эти идеи, пройдя сквозь время, продолжают формировать нашу архитектуру.",10 600 тг,5,Эксмо,2019 г.,9785040888009,Твердый,30 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129537_1461991.jpeg
Изгороди и заборы своими руками,Звонарев Н.М.,"Следуя пошаговым рекомендациям, приведенным в этой книге, вы сможете в кратчайшие сроки построить на своем дачном или садовом участке надежное ограждение: будь то плетень, глухой деревянный забор, частокол, кованая ограда, стена из ивняка, изгородь из габионов, сетки, штакетника или жердей. А для ценителей красоты и комфорта предлагается множество вариантов живых изгородей: с живописными кронами, яркими соцветиями, привлекательными плодами или пестрой листвой.",350 тг,0,Центрполиграф,2009 г.,9785952445123,6 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5013956_1336589.jpeg
Иллюстрированный словарь архитектурных терминов и понятий,Согоян Н.,"Предлагаемый словарь представляет собой систематизированное научно-справочное издание, содержащее более 7 000 терминов и понятий по архитектуре, используемых в теоретической и практической деятельности. Наряду с современными терминами, широко применяемыми во всеобщей истории архитектуры, большое значение в предлагаемой систематизации придается терминам почти забытым, употреблявшимся в истории русского народного зодчества. Кроме собственно архитектурных, в словарь включены понятия, применяемые в смежных с архитектурой областях знаний. Для наглядности термины снабжены иллюстрациями, краткими научными определениями и некоторыми сведениями о происхождении.Словарь адресован, прежде всего, студентам вузов, готовящих архитекторов, искусствоведов, этнографов, художников и декораторов, а также может быть полезен широкому кругу специалистов и читателей, интересующихся вопросами архитектуры.",7 800 тг,5,Архитектура-С,2017 г.,9785964703075,400,Твердый,290 мм x 205 мм,30 мм,1035 г.,http://www.bookcity.kz/content/images/thumbs/5121025_1453832.jpeg
Иллюстрированный справочник европейской архитектуры. Как учиться архитектуре,"Чинь Франсис Д.К., Мелвилл М.","Иллюстрированный справочник европейской архитектуры - это профессиональное издание для всех, кто интересуется проектированием и строительством зданий различного назначения. Без ложной скромности можно сказать о том, что под влиянием данной книги было построено большинство современных зданий в США и Европе. По сути, это библия всех современных архитекторов и строителей. На русском языке издается впервые.",10 300 тг,2,Рипол Классик,2019 г.,9785386089542,480,Мягкий,295 мм x 210 мм,25 мм,1175 г.,http://www.bookcity.kz/content/images/thumbs/5133682_1432478.jpeg
Иллюстрированный справочник по строительству,Мак-Доналд Р.,"В иллюстрированном справочнике, подготовленном английским архитектором Роксаной Мак-Доналд, практически отсутствует текстовый материал. Для получения читателем нужной информации использован метод визуализации понятий, когда каждая стадия проектирования и строительства отражена в рисунках, снабжённых соответствующими строительными и архитектурными терминами, что позволяет однозначно понимать эти термины и использовать их на практике.В пяти разделах книги последовательно представлены серии иллюстраций, отражающих процессы проектирования и строительства, а также диаграммы, посвященные этапам, предваряющим собственно строительство, - юридические, административные и финансовые вопросы реализации проекта. Иллюстрации последнего раздела отражают проблемы ""экологически чистого"" строительства и строительные риски, связанные с природными аномалиями. Приложения, завершающие справочник, добавлены при подготовке русской версии справочника. Сюда включён перечень нормативных документов, действующих на территории Российской Федерации, и образец архитектурно-планировочного задания на строительство.Справочник может быть полезен архитекторам и специалистам, занятым проектированием, строительством или реставрацией зданий, студентам архитектурных и строительных вузов, а также широкому кругу читателей, интересующихся вопросами строительства и архитектуры.",5 400 тг,0,"ДМК Пресс, Додэка",2016 г.,9785970604144,256,Мягкий,200 мм x 130 мм,15 мм,210 г.,http://www.bookcity.kz/content/images/thumbs/5124166_1456848.jpeg
Индийский стиль. Интерьеры. Детали,Ташен А.,"Начиная с Севера Индии, этот компактный справочник лучший по индийскому стилю приглашает читателя в тур, вниз на юг страны, исследуя широкий диапазон индийской архитектуры и дизайна интерьера.",5 000 тг,0,АСТ,2008 г.,9785170505111,192,Мягкий,13 мм,352 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5026290_1346487.jpeg
Интерьер возможностей. Татлин.Pro expo.№1/14,Неизвестно,Неизвестно,1 900 тг,0,Татлин,2200003819458,8 мм,Неизвестно,Неизвестно,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5129965_1462367.jpeg
Интерьер по-рублевски. Семь шагов к гламурной жизни,Кремер А.                                    ,"Книга ""Интерьер по-рублевски. Семь шагов к гламурной жизни"" будет интересна тем, кто ""устал"" от скучного оформления квартиры, кто хочет сделать из своего жилища гламурное уютное гнездышко, кого не устраивают тусклые краски интерьера и кто хотел бы раскрасить свою жизнь всеми цветами радуги. Из этого увлекательного руководства вы узнаете все о теории цвета и о том, как сочетать, казалось бы, несочетаемые краски. Пошаговые рекомендации и советы помогут выполнить отделочные работы своими силами.",1 300 тг,0,Феникс,2007 г.,9785222109182,480,Твердый,20 мм,384 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030111_1351715.jpeg
Интерьер с сюрпризом. Дизайн для дома и дачи,Митителло К.Б.,"Книга посвящена текстильному дизайну интерьера. В ней вы найдете предложения по выбору общего колорита комнаты, удачным цветовым соотношениям, стилю, соответствующему вашим представлениям об уюте и красоте. На ваш выбор предложено более восьмидесяти оригинальных изделий. Шторы и покрывала, подушки и чехлы на мебель, ширмы и вазы, панно и коврики являются авторскими разработками. Изготовление каждого из изделий доступно даже начинающим, детально описано и не составит особого труда. Для работы вам понадобятся всего лишь навыки аппликации, лоскутного шитья и плетения.",1 300 тг,0,Не указано,9785699201402,Твердый,7 мм,505 г.,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5030315_1352376.jpeg
Искусство дизайнера,Рэнд П.,"Эта книга - сборник наиболее важных текстов Пола Рэнда, одного из самых влиятельных дизайнеров-графиков XX века. Автор всегда критически смотрел на дизайн и деятельность дизайнеров, не стесняясь выражать свои взгляды в форме красноречивых, точных и резких эссе. Издание включает более двухсот графических работ и двадцать семь статей Рэнда о визуальной коммуникации, корпоративном стиле, коммерческом искусстве, задачах дизайнера и его культурной роли, идеях, символике и образах в дизайне, типографике и многом другом. Книга адресована всем, кто так или иначе интересуется дизайном.",25 800 тг,0,Изд. Студии Артемия Лебедева,2017 г.,9785980621032,288,Твердый,340 мм x 230 мм,40 мм,1490 г.,http://www.bookcity.kz/content/images/thumbs/5126931_1459420.jpeg
Использование стен строений под шпалерные культуры,Гете И.В.,"Книга Р.Гете ""Использование стен строений под шпалерные культуры"" продолжает серию ""Классика садово-паркового искусства"", знакомящую читателей с лучшими трудами предшествующих поколений садоводов. Эта книга посвящена одной из наиболее интересных и пока еще мало освещенных в отечественной литературе тем - выращиванию плодовых деревьев и винограда в пристенной культуре. Большинство российских садоводов этот метод содержания плодовых не исполь§уют, считая его непригодным для наших климатических условий. Однако выращивание шпалерных культур в России вполне возможно, более того, этот метод имеет целый ряд преимуществ по сравнению с традиционным способом формирования деревьев как с экономической точки зрения, так и с эстетической. Из книги вы почерпнете много полезных сведений, касающихся всех основных аспектов данного метода выращивания плодовых: выбора стены для шпалерных культур, устройства шпалер из различных материалов, подготовки и удобрения почвы. Вы также узнаете, как...",5 950 тг,0,Фитон+,2010 г.,9785934573035,80,Твердый,240 мм x 170 мм,11 мм,402 г.,http://www.bookcity.kz/content/images/thumbs/5012399_1333948.jpeg
Исторический путь русской архитектуры и его связи с мировым зодчеством,Швидковский Д.,"Книга посвящена всему тысячелетнему развитию русской архитектуры со времен Святого Равноапостольного Великого князя Владимира до нашей эпохи. В издании читатель найдет отдельные очерки, посвященные важнейшим событиям в истории зодчества России: принятие вместе с православием византийской строительной культуры, взаимодействие с романским стилем во Владимирской школе, Московский придворный Ренессанс эпохи Ивана III и последовавшее за ним новое осмысление византийских и древнерусских образцов, которое именуется в этой работе гюствизантийским маньеризмом. Также описана архитектура Петровского времени и развитие русского императорского барокко, классицизм эпохи Екатерины и Александра I, эклектика, модерн, архитектура советского авангарда, неоклассицизма и модернизма. В целом издание представляет новую версию исторической структуры, национальных особенностей и системы...",13 300 тг,0,Архитектура-С,2016 г.,9785964702863,512,Твердый,290 мм x 220 мм,36 мм,2420 г.,http://www.bookcity.kz/content/images/thumbs/5102496_1439002.jpeg
"История архитектуры и строительной техники: Учебное пособие. 2-е изд., стер","Соловьев К.А., Степанова Д.С.","В книге рассмотрены основные этапы развития мировой архитектуры начиная с эпохи первобытно-общинного общества и заканчивая историей развития архитектуры советской эпохи. Основные направления развития мировой архитектуры рассматриваются в учебнике под влиянием социально-экономических, исторических, этнических, культовых и природно-климатических факторов, а также развития строительной техники.",22 600 тг,0,Лань,2018 г.,9785811419487,Твердый,27 мм,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5126998_1459488.jpeg
История архитектуры. В 2-х т.Т.2. Учебник для вузов,Герасимов Ю.,"В хронологической последовательности освещается историческое развитие мировой архитектуры в странах Европы, Азии, Африки и Америки от эпохи первобытно-общинного строя и до начала XX в. Анализируются творческие профессиональные методы зодчих различных эпох, связанные с теми или иными архитектурными стилями. Во 2-м томе рассматриваются проблемы архитектуры средневековья стран Азии и Северной Африки, эпохи Возрождения, Нового времени. Для студентов архитектурных вузов и факультетов.",7 300 тг,0,Архитектура-С,2016 г.,9785964702719,464,Твердый,240 мм x 170 мм,33 мм,905 г.,http://www.bookcity.kz/content/images/thumbs/5113373_1439106.jpeg
