Дикая. Опасное путешествие как способ обрести себя,Стрэйд Ш.,"Когда жизнь становится черно-белой, когда нечего терять, нет ни цели, ни будущего, ни желания жить, люди порой решаются на отчаянные поступки. Потеряв мать, разрушив свой брак и связавшись с наркоманом, Шерил дошла до той черты, за которой зияла бездна. Ей нужна была веская причина, чтобы начать новую жизнь, перестать заниматься саморазрушением и попытаться спасти себя. И она в одиночку отправилась в пешее путешествие длиной 1770 км. Поход Шерил был не только трудным, но и опасным.Ей пришлось пройти 27 километров по палящей пустыне лишь с небольшим запасом воды, совершить несколько дневных переходов длиной 30 километров, пройти по узкой тропе, расположенной выше 2 тысяч метров над уровнем моря, взобраться на заснеженную гору с рюкзаком весом 36 килограммов. Но что было сложнее - выдержать тяжелейшие условия или найти ответы на свои вопросы? Откровенный и эмоциональный рассказ женщины, преодолевшей себя, вдохновляет на наведение порядка в собственной жизни. Чтобы прийти к себе, не обязательно отправляться в путешествие, иногда достаточно лишь взглянуть со стороны на то, как это уже кто-то сделал. Полное опасностей приключение позволило Шерил кардинально изменить свою жизнь, обрести душевное равновесие и гармонию.",4 500 тг,2,Эксмо,2014 г.,9785699700585,464,Твердый,240 мм x 170 мм,30 мм,789 г.,http://www.bookcity.kz/content/images/thumbs/5017997_1384935.jpeg
Дикий барин,Шемякин Д.А.,"""Если бы мне дали книгу с таким автором на обложке, я бы сразу понял, что это мистификация. К чему Джон? Каким образом у этого Джона может быть фамилия Шемякин?! Нелепица какая-то. Если бы мне сказали, что в жилах автора причудливо смешалась бурная кровь камчадалов и шотландцев, уральских староверов, немцев и маньчжур, я бы утвердился во мнении, что это очевидный фейк. Если бы я узнал, что автор, историк по образованию, учился также в духовной семинарии, зачем-то год ходил на танкере в Тихом океане, уверяя команду, что он первоклассный кок, работал приемщиком стеклотары, заместителем главы администрации города Самары, а в результате стал производителем систем очистки нефтепродуктов, торговцем виски и отцом многочисленного семейства, я бы сразу заявил, что столь зигзагообразной судьбы не бывает. А если даже и бывает, то за пределами больничных стен смотрится диковато. Да и пусть. Короткие истории безумия обо мне самом и моем обширном семействе от этого хуже не станут. Даже...",2 800 тг,4,АСТ,2016 г.,9785170944187,320,Твердый,200 мм x 130 мм,22 мм,320 г.,http://www.bookcity.kz/content/images/thumbs/5093508_1431416.jpeg
Дилетантское прощание,Тайлер Э.,Неизвестно,4 000 тг,4,Фантом-Пресс,2018 г.,9785864717868,80,Твердый,210 мм x 140 мм,30 мм,280 г.,http://www.bookcity.kz/content/images/thumbs/5121475_1454266.jpeg
Дневник,Паланик Ч.,"Обычный мир превращается в кошмар... В колонии художников на маленьком островке из домов исчезают комнаты, а на стенах и мебели появляются загадочные послания... Время и пространство изменяются, изгибаются - в такт полету фантазии медленно теряющей разум талантливой художницы, ведущей дневник происходящего... Бред? Безумие? Но безумие - лучший путь к истинной, скрытой от глаз реальности!",1 600 тг,4,АСТ,2017 г.,9785171027988,320,Мягкий,165 мм x 107 мм,28 мм,140 г.,http://www.bookcity.kz/content/images/thumbs/5107772_1444088.jpeg
Дневник,Паланик Ч.,"Обычный мир превращается в кошмар… В колонии художников на маленьком островке из домов исчезают комнаты, а на стенах и мебели появляются загадочные послания…Время и пространство изменяются, изгибаются — в такт полету фантазии медленно теряющей разум талантливой художницы, ведущей дневник происходящего… Бред? Безумие? Но безумие — лучший путь к истинной, скрытой от глаз реальности!",3 400 тг,3,АСТ,2017 г.,9785171027971,320,Твердый,20 мм,335 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5110470_1439251.jpeg
Дневник больничного охранника,Павлов О.,"""Дневник больничного охранника"" - новая книга лауреата премии ""Русский Букер"" Олега Павлова, автора романов ""Казенная сказка"" и ""Асистолия"" - продолжает его пронзительную исповедальную прозу. Это хроника приемного отделения обыкновенной московской больницы.",2 400 тг,0,Время,2012 г.,9785969107144,112,Твердый,165 мм x 130 мм,11 мм,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5015792_1337207.jpeg
Дневник книготорговца,Байтелл Ш.,"Сегодня Уигтаун, расположенный в отдаленном уголке Шотландии, — место, куда устремляются книголюбы со всего мира. Это происходит благодаря тому, что в 1998 году Уигтаун был провозглашен книжным городом Шотландии национального значения, а в 1999-м начал работу Уигтаунский книжный фестиваль. В остроумном дневнике Шона Байтелла, владельца самого крупного в Шотландии букинистического магазина и активного участника фестиваля, описаны будни и радости книготорговли. Ироничное и дерзкое повествование увлеченного продавца придется по душе поклонникам отрицающего все авторитеты и моральные ценности сериала «Книжный магазин Блэка» с Диланом Мораном в главной роли, одного из лучших комедийных сериалов, когда-либо показанных на телевидении, а также всем любителям книг и завсегдатаям книжных магазинов.",4 200 тг,5,Азбука-Аттикус,2018 г.,978538913781302,384,Твердый,20 мм,540 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120964_1453773.jpeg
Дневник мага,Коэльо П.,"Автобиографический роман Пауло Коэльо ""Дневник мага"" посвящен поиску древней мудрости, которую постепенно обретает герой, отправившись по древнему паломническому пути в испанский город Сантьяго-де-Компостела. Эта мудрость, помимо духовного наставничества, включает в себя эзотерические упражнения, помогающие человеку в самых тяжелых обстоятельствах сохранять спокойствие и накапливать внутреннюю силу. В это юбилейное издание ""Дневника мага"", которому исполняется 25 лет, включена история паломничества Пауло Коэльо по дороге Сантьяго.",4 000 тг,3,АСТ,2014 г.,9785170811779,320,Твердый,200 мм x 130 мм,24 мм,345 г.,http://www.bookcity.kz/content/images/thumbs/1865823_1335547.jpeg
Дневник мага,Коэльо П.,Дневник мага,2 500 тг,5,АСТ,2015 г.,9785170876402,320,Мягкий,24 мм,235 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5067083_1406871.jpeg
Дневник Натальи,Муравьева И.,"Новый сборник повестей Муравьевой соединяет истории, кровно пережитые одними, знакомые другим, вызывающие сочувствие и страх у третьих. На одну крепкую нить нанизаны боль брошенной мужем женщины, отчаяние никому не нужного ребенка, судорожное желание молодого парня спасти дорогих ему людей. Всё в книге, начиная от остроты сюжетов и заканчивая естественностью каждого слова, напрямую обращено к главному дару человека - дару сострадания и преследует только одну цель: помочь каждому из нас сохранить свою ""душу живу"".",2 800 тг,0,Эксмо,2015 г.,9785699846092,320,Твердый,200 мм x 130 мм,23 мм,365 г.,http://www.bookcity.kz/content/images/thumbs/5079667_1418333.jpeg
Дневник плохого года,Кутзее Д.М. ,"""Прогнило что-то в королевстве Датском""... и тревожный запах этой гнили пропитывает одну из самых сильных и беспощадных книг Кутзее.  Он задает вопросы - и яростно ищет на них ответы. Потому что мир, который он считал привычным, вдруг изменился - и изменился отнюдь не в лучшую сторону.  Общество процветания медленно, но верно обращается в общество саморазрушения?  Государство вдруг превратилось из защитника во врага - или соглядатая?  Как выжить человеку в обществе, где демократия стала злобной пародией на саму себя?  Лирический герой этой книги - альтер эго самого великого писателя - снова и снова мучительно спрашивает себя и читателя: можно ли всерьез протестовать против готовности современной Системы пренебречь соображениями нравственности и гражданскими свободами в ситуации, в которой цель, по определению, оправдывает средства?",2 800 тг,0,АСТ,2011 г.,9785170624997,349,Твердый,200 мм x 130 мм,20 мм,356 г.,http://www.bookcity.kz/content/images/thumbs/5093933_1431845.jpeg
Дневник самоубийцы,Володарский Э.Я. ,"Мир кино сложен и загадочен для непосвященных, его обитатели кажутся чуть ли не небожителями. Но совсем иная сторона этого мира предстает в романе Э.Володарского - жестокая и циничная. Главный герой - молодой и успешный сценарист - в своем дневнике обнажает истинную суть ""людей тусовки"", которые в погоне за славой и деньгами потеряли совесть и порядочность, презрели человеческие чувства.",1 100 тг,1,Вагриус,2005 г.,9785969700796,17 мм,366 г.,Неизвестно,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5011587_1333108.jpeg
Дневник свекрови,Метлицкая М.,"Ваш сын, которого вы, кажется, только вчера привезли из роддома и совсем недавно отвели в первый класс, сильно изменился? Строчит эсэмэски, часами висит на телефоне, отвечает невпопад? Диагноз ясен. Вспомните анекдот: мать двадцать лет делает из сына человека, а его девушка способна за двадцать минут сделать из него идиота. Да-да, не за горами тот час, когда вы станете не просто женщиной и даже не просто женой и матерью, а - свекровью. И вам непременно надо прочитать эту книгу, потому что это отличная психотерапия и для тех, кто сделался свекровью недавно, и для тех, кто давно несет это бремя, и для тех, кто с ужасом ожидает перемен в своей жизни. А может, вы та самая девушка, которая стала причиной превращения надежды семьи во влюбленного недотепу? Тогда эта книга и для вас - ведь каждая свекровь когда-то была невесткой. А каждая невестка - внимание! - когда-нибудь может стать свекровью.",3 200 тг,0,Эксмо,2016 г.,9785699604807,320,Твердый,200 мм x 130 мм,23 мм,362 г.,http://www.bookcity.kz/content/images/thumbs/4833373_1343144.jpeg
Дневник свекрови,Метлицкая М.,"Ваш сын, которого вы, кажется, только вчера привезли из роддома и совсем недавно отвели в первый класс, сильно изменился? Строчит эсэмэски, часами висит на телефоне, отвечает невпопад? Диагноз ясен. Вспомните анекдот: мать двадцать лет делает из сына человека, а его девушка способна за двадцать минут сделать из него идиота. Да-да, не за горами тот час, когда вы станете не просто женщиной и даже не просто женой и матерью, а - свекровью. И вам непременно надо прочитать эту книгу, потому что это отличная психотерапия и для тех, кто сделался свекровью недавно, и для тех, кто давно несет это бремя, и для тех, кто с ужасом ожидает перемен в своей жизни. А может, вы та самая девушка, которая стала причиной превращения надежды семьи во влюбленного недотепу? Тогда эта книга и для вас - ведь каждая свекровь когда-то была невесткой. А каждая невестка - внимание! - когда-нибудь может стать свекровью.",1 600 тг,5,Эксмо,2018 г.,9785040934669,320,Мягкий,110 мм,85 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120652_1453476.jpeg
Дневник собаки Павлова,Крусанов П.,"Однажды па вопрос Захара Прнленнна о том, что писатель Круеанов ожидает от литературы в новом (2008) году, интервьюируемый ответил: «Хороших книг, мощных, крепко отлитых, грамотно точенных, чтобы ранили». На вопрос же о том, от кого именно надо ждать зтих книг, отпет был следующий: «От тех, в ком литературный вкус и литературный талант замешены в безупречной пропорции». И в том и в другом ответе, как в зеркале, отражается творческое лицо одного из лучших мастеров стиля в современной русской литературе. Сборник составляет малая проза писателя.",2 700 тг,1,Эксмо,2012 г.,9785699535934,336,Твердый,20 мм,Неизвестно,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5037888_1360047.jpeg
Дни Савелия,Служитель Г.М.,"- Дебютный роман: рукопись открыл Евгений Водолазкин и написал предисловие.- Книга иллюстрирована черно-белой графикой художника, писателя, лауреата премии ""Русский Букер"" Александры Николаенко.- Автор - Григорий Служитель, актер Студии театрального искусства, солист группы O'Casey.- Роман о котах и людях: и те, и другие играют чью-то жизнь.Григорий Служитель родился в 1983 г. в Москве. Закончил режиссерский факультет ГИТИСа (мастерская Сергея Женовача), актер Студии театрального искусства, солист группы O'Casey.""Дни Савелия"" - его первая книга. А нашел эту рукопись Евгений Водолазкин и написал предисловие.  ""Коты в литературе - тема не новая. Не буду перечислять всех, кто писал об этих священных животных, - от Кота Мурра Эрнста Теодора Гофмана и до Мури Ильи Бояшова. И вот теперь Савелий. Мы-то понимаем, что за котами всякий раз просвечивают человеки.Герои Служителя - кто бы они ни были, коты или люди - настоящие. Одинокие и страдающие, смеющиеся и любящие.""Любовь в этом романе заслуживает особых слов. Она - так уж сложилось - платоническая. Самая высокая из всех любовей.""Евгений Водолазкин""""Дни Савелия"" - признание в любви родному городу и дань памяти дорогим для меня кошачьим существам"".Григорий СлужительОтзыв:""Читая ""Дни Савелия"", ловил себя на мысли, что в этом романе автор стал полноценным котом. Занятие для столичного жителя нехарактерное, можно сказать - экзотическое, а вот для писателя - очень важное. Своим романом он доказал, что отныне может перевоплотиться в кого угодно, а мы, сидящие в партере, будем затаив дыхание следить за его превращениями. Будем плакать и смеяться. И радоваться тому, что в нашей литературе появился такой Савелий. Ну, и такой Григорий, конечно"".Евгений ВодолазкинЦитаты из книги:""Да, я помню руки каждого. И правые, и левые. Память моя охватывает расстояние от кончиков пальцев до изгибов локтей, дальше все мешается.Руки, пахнувшие несчастливостью, теплые руки старых женщин, отказывающихся мириться с одиночеством, на которое они обречены. Детские руки, не знающие опыта, времени, - эти были особенно грубы со мной. Для них я был придатком к той навязчивой нежности и приторной заботе, которыми они были окружены в их начальной поре. В противоположность им руки сильных здоровых мужчин на поверку оказывались гораздо обходительнее со мной. Потому что я был тем, чего они были лишены"".""Золотой песок на дне горной речки, который нам незачем выуживать из воды и просеивать сквозь сито. Это наша память друг о друге. Память - странная штука. Это мезальянс вечности и нашей временной теплоты. Небольшое, но бесценное богатство. Это трение глаз о звездное небо. Любовь моя. Единственная моя любовь. Ты единственная моя память. И она тянулась ко мне"".",4 700 тг,4,АСТ,2018 г.,9785171091583,384,Твердый,25 мм,395 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5120665_1453489.jpeg
До последнего звонка,Элтон Б.,"Эдвард Ньюсон выделяется среди прочих сотрудников Скотленд-Ярда не только ярко-рыжей шевелюрой и мягкими манерами. Ему 33 года, а он уже старший инспектор. Но у него есть две проблемы: серия абсурдных на первый взгляд, но тщательно спланированных убийств, которую он расследует, и красавица сержант Наташа Уилки, в которую он давно и безнадежно влюблен. В попытке отвлечься инспектор регистрируется на сайте поиска одноклассников и приходит на встречу Выпускников'86. Но вместо милой ностальгии под музычку ""новой волны"" вечеринка вскрывает множество былых нарывов - и оказывается напрямую связана и с расследованием, и с Наташей.",2 100 тг,0,Иностранка,2007 г.,9785941454785,480,Твердый,190 мм x 124 мм,28 мм,397 г.,http://www.bookcity.kz/content/images/thumbs/5041701_1364090.jpeg
До самых кончиков,Паланик Ч.,"Все мы – рабы собственных инстинктов, и, зная это, нами легко манипулируют политики, журналисты, маркетологи. Линус Максвелл – один из таких манипуляторов. Кто же он, человек с тысячью лиц, – промышленник, ученый, филантроп, секс-гуру? Создавая новую линию товаров для женщин «До самых кончиков», он бросает вызов общественным идеалам и ставит во главу угла чистый гедонизм. Как далеко он готов зайти в своей одержимости совершенством?Чак Паланик, известный ниспровергатель основ современного западного мира, в своих произведениях все ставит под сомнение. На сей раз он, похоже, замахнулся на самую табуированную из тем!",1 600 тг,5,АСТ,2017 г.,9785170980833,288,Мягкий,20 мм,120 г.,Неизвестно,http://www.bookcity.kz/content/images/thumbs/5110057_1444064.jpeg
До самых кончиков,Паланик Ч.,"Новый роман от автора ""Бойцовского клуба""! В списке самых ожидаемых новинок 2015 года. Традиционно шокирующий роман автора. Чак Паланик - мастер альтернативной литературы. О книге: Чак Паланик остается верен себе - он шокирует читателя, погружает его в непривычный для него мир и не дает расслабиться ни на минуту. Автор напоминает нам о том, что все мы - рабы собственных инстинктов, и, зная это, нами легко манипулируют политики, журналисты, маркетологи. Главный герой романа Линус Максвелл - один из таких манипуляторов. Кто же он, человек с тысячью лиц, - промышленник, ученый, филантроп, секс-гуру? Аннотация: Создавая новую линию товаров для женщин ""До самых кончиков"", герой бросает вызов общественным идеалам и ставит во главу угла чистый гедонизм. Как далеко он готов зайти в своей одержимости совершенством? На сей раз Чак Паланик обратился к одной из самых табуированных в современном...",3 300 тг,0,АСТ,2015 г.,9785170852666,288,Твердый,200 мм x 130 мм,20 мм,315 г.,http://www.bookcity.kz/content/images/thumbs/5072010_1411487.jpeg
Добрее одиночества,Ли И.,"Когда три главных героя нового романа Июнь Ли были совсем юными, их подруга отравилась и осталась инвалидом на всю жизнь. Сама ли она приняла яд? Или это преступление? Все трое хранят каждый свою тайну, и груз прошлого так и не дает им жить в полную силу. Прошлое не отпускает их, где бы они ни находились, как бы ни пытались выстроить свою судьбу.",3 800 тг,4,АСТ,2018 г.,9785179825005,416,Твердый,200 мм x 130 мм,34 мм,410 г.,http://www.bookcity.kz/content/images/thumbs/5117068_1449985.jpeg
"Добро пожаловать в мир, малышка!",Флэгг Ф.,"Жила-была в крошечном уютном городке Элмвуд-Спрингс маленькая очаровательная девочка, которую все звали Малышка. Но однажды Малышке вместе с мамой пришлось срочно уехать из города,  и причины их бегства так и остались невыясненными. Спустя почти тридцать лет красавица и умница Дена делает стремительную карьеру на телевидении, еще немного, и она станет женским лицом всего американского ТВ. Но за блестящей карьерой и оглушительным успехом скрывается все та же испуганная девочка по прозвищу Малышка, и трагические тайны прошлого по-прежнему не дают ей покоя.  Роман ""Добро пожаловать в мир, малышка!"" - самая известная и самая любимая читателями книга Фэнни Флэгг. Успех этого романа превзошел даже успех знаменитых ""Жареных зеленых помидоров"". В Америке его назвали лучшей книгой года, и именно роман ""Добро пожаловать в мир, малышка!"" упрочил репутацию Фэнни Флэгг как продолжательницы традиций классической американской литературы. Пресса о книге Истинное удовольствие. Флэгг пишет так просто, так ясно и так убедительно, что веришь каждому слову, наслаждаешься каждой фразой. Абсолютная классика.  The New York TimesПосле таких книг мир кажется лучше, люди добрее, а жизнь прекраснее. Ты словно возвращаешься в детстве, когда радовался всему, что встречалось на твоем пути. Уникальное свойство прозы Фэнни Флэгг, настолько простой и настолько убедительной. Добро пожаловать вам всем, в этот мир! Смейтесь и плачьте! А если вас не тронет эта книга, у ваас воистину каменное сердце.  The Christian Science Monitor Притягательность и очарование книг Фэнни Флэгг не поддаются никакому анализу. Это просто маленькое чудо.  PeopleПожалуй, лучший роман Фэнни Флэгг. Даже прекрасные ""Жареные зеленые помидоры"" чуть теряются в тени этого шедевра Фэнни Флэгг.  Southern LivingМир в романах Фэнни Флэгг постоянно рушится, но при этом никогда не опрокидывается до конца. Писательница заставляет нас смеяться, несмотря на трагизм и печаль нашей жизни. У Флэгг, как у прекрасного кулинара, пафос и ирония, доброта и чудаковатость, печальное и комическое смешаны в правильных пропорциях. Закрывая книгу, читатель даже испытывает легкую зависть, что он - по эту, а не по ту сторону книжных страниц. Частный корреспондентФэнни Флэгг возвращает читателей во времена, когда американская мечта была еще жива, когда Голливуд был золотым, кофе - крепким, а люди - беспечными.  ВедомостиФэнни Флэгг как никому удается щемящая интонация. Ее романы - одни из самых светлых книг наших дней.  Cosmopolitan",4 300 тг,4,Фантом-Пресс,2018 г.,9785864717844,544,Твердый,200 мм x 130 мм,40 мм,530 г.,http://www.bookcity.kz/content/images/thumbs/5120141_1452953.jpeg
Добро пожаловать в рай,Вербер Б.,Бернар Вербер в твоем кармане.Добро пожаловать в рай,1 900 тг,4,Рипол Классик,2015 г.,9785386086909,224,Мягкий,170 мм x 120 мм,125 мм,120 г.,http://www.bookcity.kz/content/images/thumbs/5074112_1413392.jpeg
Добро пожаловать в Рай,Вербер Б.,"Что происходит после смерти? О чем пойдет разговор на последнем суде?Анатоль, рядовой житель планеты Земля, должен вспомнить всю свою жизнь и доказать, что не зря ее прожил.Но отсюда, с небес, все выглядит совсем иначе! Заслуги - сомнительны. Достижения - спорны. Победы - не выдерживают никакой критики. Все перевернется с ног на голову, черное окажется белым, а белое - синим.И вдобавок адвокат и обвинитель - бывшие супруги и заняты постоянными дрязгами, в небесной канцелярии - беспорядок и бюрократия, судья - рассеянная дама, часами висящая на телефоне.А это значит, что у Анатоля есть шанс все изменить!",4 300 тг,1,Рипол Классик,2018 г.,9785386086480,224,Твердый,215 мм x 145 мм,20 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5124193_1456853.jpeg
Догадки. Повести и рассказы,Пьецух В.,"Биография человечества - то, что мы называем Историей - вещь смутная, а местами и вовсе непонятная. Вот живут люди, живут и не ведают, что это они не просто живут, а творят Историю. И даже из ""прекрасного далека"" не всегда поймешь, кто просто жил, а кто творил... И как нам, нынешним, разобраться, отчего один из российских императоров гонял родовитых бояр в хвост и в гриву, взращивая новое дворянство, а другой - это самое дворянство изо всех сил прибирал к ногтю. Опять же не понять, почему это народ у нас все безмолвствует и безмолвствует... Вот и получается, что ни разобраться, ни понять нам своих собственных исторических путей. Но ведь интересно, как оно все было на самом деле, а еще интереснее, что было бы, если бы... Вячеслав Пьецух поделился с нами своими ""догадками""...",3 600 тг,0,НЦ ЭНАС,2007 г.,9785931967509,296,Твердый,200 мм x 145 мм,16 мм,364 г.,http://www.bookcity.kz/content/images/thumbs/5008045_1328924.jpeg
Дождь для Данаи,Иличевский А.В.,"Александр Иличевский, физик-теоретик по образованию, и в литературе остается ученым: его задача не только изобразить, но и познать. ""Дождь для Данаи"" - сборник текстов самой различной тематики: от городских очерков и путевых заметок до анализа текстов Пушкина и Чехова. Все они объединены необычной оптикой автора, именно она диктует причудливые сюжеты и дает ключ к пониманию его прозы.",2 700 тг,0,АСТ,2010 г.,9785170644759,320,Твердый,206 мм x 133 мм,18 мм,350 г.,http://www.bookcity.kz/content/images/thumbs/5013005_1335200.jpeg
Дождь прольется вдруг и другие рассказы,Фейбер М.,"Зазывала в порно-заведении, привидение в первые минуты своей жизни, монашка, дежурящая на ""скале самоубийц"", маленький бог, отыскавший на помойке Землю, молодая женщина и ее рука в последний проведенный ими вместе день, ученый, который учится вызывать дождь в африканской пустыне, группа художников, которых выманили из родного Нью-Йорка и остроумно разыграли в шотландской глуши, и другие - герои сборника, в который вошли пятнадцать рассказов яркого английского писателя Мишеля Фейбера. Фейбер наделен живой, прихотливой и отчасти зловещей фантазией, его произведения отличает натурализм, психологическая достоверность даже в самых экзотических ситуациях. Он мастер сюжета и сильных, эффектных концовок. М.Фейбер также автор романов ""Побудь в моей шкуре"" и ""Багровый лепесток и белый"". ""Дождь прольется вдруг"" (1998) - дебютный сборник писателя, на русском языке выходит впервые.",1 600 тг,2,Машины Творения,2006 г.,9785902918080,272,Твердый,200 мм x 145 мм,22 мм,343 г.,http://www.bookcity.kz/content/images/thumbs/5117838_1450751.jpeg
Доктор Сакс,Керуак Д.,"Впервые на русском - книга, которую Керуак называл самым любимым своим детищем. Этот роман-фантазия, написанный в крошечной мексиканской квартирке Уильяма Берроуза, не просто рассказывает о детских годах, проведенных в Лоуэлле, штат Массачусетс здесь Керуак замахнулся на свою версию гетевского ""Фауста"". Магнетический доктор Сакс борется с мировым злом в лице Змея из ацтекских легенд, и в ходе борьбы грань между реальностью и вымыслом становится крайне зыбкой.",2 400 тг,1,Азбука-Аттикус,2012 г.,9785389034907,256,Твердый,205 мм x 130 мм,15 мм,277 г.,http://www.bookcity.kz/content/images/thumbs/5018189_1338901.jpeg
Дом до свиданий и новые беспринцыпные истории,Цыпкин А.Е.,"Смешная штука - жизнь.Лирические, хулиганские, невероятно смешные рассказы Александра Цыпкина, автора нашумевшего бестселлера ""Женщины преклонного возраста"".Знакомые персонажи и ситуации, которые могли произойти только в нашей стране и реальные жизненные проблемы и переживания, с которыми все сталкивались. Всё это - проза Александра Цыпкина. Сборник рассказов ""Женщины непреклонного возраста и другие беспринцЫпные истории"" стал одной из самых читаемых и цитируемых  книг.  Короткие запоминающиеся истории мгновенно разошлись по Интернету, а видеоролик чтения Данилой Козловским повести ""Томатный сок"" за считанные дни собрал 1,5 млн. просмотров.Сборник ""Дом до свиданий"" - это узнаваемая яркая проза, тонкая, трогательная, озорная и хулиганская, написанная с безупречным чувством стиля. Некоторые из новых рассказов уже читали со сцены звезды отечественного театра и кино, как Сергей Гармаш, Максим Виторган, Анна Михалкова, Виктория Исакова, Константин Хабенский, Николай Фоменко, Ингеборга Дапкунайте и многие другие.",3 300 тг,5,АСТ,2017 г.,9785170980260,320,Твердый,290 мм x 205 мм,20 мм,265 г.,http://www.bookcity.kz/content/images/thumbs/5114453_1447578.jpeg
Дом духов,Альенде И.,"""Дом духов"" - это волнующее эпическое повествование об истории семьи Труэба. Здесь все реально и все волшебно, начиная с девушки с зелеными волосами, наделенной даром ясновидения: реальный пласт с уютом семейного дома, жизнью многострадальной страны, политическими бурями и тяжким трудом, стихией бунта, доверием, предательством, расстрелами, пытками, судьбой Поэта, за которой просматривается история певца Виктора Хары, и отражение этого зримого мира в волшебном зеркале предчувствий, роковых предсказаний, безумной страсти, которой не в силах помешать даже смерть.",2 500 тг,5,Азбука-Аттикус,2017 г.,978538913013501,512,Твердый,215 мм x 145 мм,15 мм,640 г.,http://www.bookcity.kz/content/images/thumbs/5104503_1440924.jpeg
